user_id,skill_name,correctms_response_time
1242,statement,0,122463
1242,ifstatement,0,122463
1242,forloop,0,122463
1243,statement,0,449126
1243,ifstatement,0,449126
1243,forloop,0,449126
1244,statement,1,158674
1244,ifstatement,1,158674
1244,forloop,1,158674
1245,statement,1,415775
1245,ifstatement,1,415775
1245,forloop,1,415775
1246,statement,1,476688
1246,ifstatement,1,476688
1246,forloop,1,476688
1247,statement,1,332774
1247,ifstatement,1,332774
1247,forloop,1,332774
1248,statement,0,192226
1248,ifstatement,0,192226
1248,forloop,0,192226
1249,statement,1,487969
1249,ifstatement,1,487969
1249,forloop,1,487969
1250,statement,1,467920
1250,ifstatement,1,467920
1250,forloop,1,467920
1251,statement,1,171831
1251,ifstatement,1,171831
1251,forloop,1,171831
1252,statement,0,185321
1252,ifstatement,0,185321
1252,forloop,0,185321
1253,statement,0,421495
1253,ifstatement,0,421495
1253,forloop,0,421495
1254,statement,1,443890
1254,ifstatement,1,443890
1254,forloop,1,443890
1255,statement,1,67140
1255,ifstatement,1,67140
1255,forloop,1,67140
1256,statement,1,398452
1256,ifstatement,1,398452
1256,forloop,1,398452
1257,statement,1,307613
1257,ifstatement,1,307613
1257,forloop,1,307613
1258,statement,0,235156
1258,ifstatement,0,235156
1258,forloop,0,235156
1259,statement,0,168069
1259,ifstatement,0,168069
1259,forloop,0,168069
1260,statement,1,287990
1260,ifstatement,1,287990
1260,forloop,1,287990
1261,statement,0,418222
1261,ifstatement,0,418222
1261,forloop,0,418222
1262,statement,1,484529
1262,ifstatement,1,484529
1262,forloop,1,484529
1263,statement,1,490490
1263,ifstatement,1,490490
1263,forloop,1,490490
1264,statement,1,217096
1264,ifstatement,1,217096
1264,forloop,1,217096
1265,statement,0,467521
1265,ifstatement,0,467521
1265,forloop,0,467521
1266,statement,1,411745
1266,ifstatement,1,411745
1266,forloop,1,411745
1267,statement,0,46298
1267,ifstatement,0,46298
1267,forloop,0,46298
1268,statement,0,324239
1268,ifstatement,0,324239
1268,forloop,0,324239
1269,statement,0,363293
1269,ifstatement,0,363293
1269,forloop,0,363293
1270,statement,1,336575
1270,ifstatement,1,336575
1270,forloop,1,336575
1271,statement,1,326586
1271,ifstatement,1,326586
1271,forloop,1,326586
1272,statement,1,386442
1272,ifstatement,1,386442
1272,forloop,1,386442
1273,statement,0,147048
1273,ifstatement,0,147048
1273,forloop,0,147048
1274,statement,0,149439
1274,ifstatement,0,149439
1274,forloop,0,149439
1275,statement,1,74531
1275,ifstatement,1,74531
1275,forloop,1,74531
1276,statement,1,333165
1276,ifstatement,1,333165
1276,forloop,1,333165
1277,statement,0,496743
1277,ifstatement,0,496743
1277,forloop,0,496743
1278,statement,0,127453
1278,ifstatement,0,127453
1278,forloop,0,127453
1279,statement,1,116759
1279,ifstatement,1,116759
1279,forloop,1,116759
1280,statement,1,336941
1280,ifstatement,1,336941
1280,forloop,1,336941
1281,statement,0,464378
1281,ifstatement,0,464378
1281,forloop,0,464378
1282,statement,1,39522
1282,ifstatement,1,39522
1282,forloop,1,39522
1283,statement,1,380216
1283,ifstatement,1,380216
1283,forloop,1,380216
1284,statement,1,101453
1284,ifstatement,1,101453
1284,forloop,1,101453
1285,statement,0,124689
1285,ifstatement,0,124689
1285,forloop,0,124689
1286,statement,1,455478
1286,ifstatement,1,455478
1286,forloop,1,455478
1287,statement,0,287766
1287,ifstatement,0,287766
1287,forloop,0,287766
1288,statement,0,137372
1288,ifstatement,0,137372
1288,forloop,0,137372
1289,statement,1,253393
1289,ifstatement,1,253393
1289,forloop,1,253393
1290,statement,0,219794
1290,ifstatement,0,219794
1290,forloop,0,219794
1291,statement,0,190279
1291,ifstatement,0,190279
1291,forloop,0,190279
1292,statement,1,111038
1292,ifstatement,1,111038
1292,forloop,1,111038
1293,statement,0,401837
1293,ifstatement,0,401837
1293,forloop,0,401837
1294,statement,0,409108
1294,ifstatement,0,409108
1294,forloop,0,409108
1295,statement,0,201562
1295,ifstatement,0,201562
1295,forloop,0,201562
1296,statement,0,422903
1296,ifstatement,0,422903
1296,forloop,0,422903
1297,statement,1,65121
1297,ifstatement,1,65121
1297,forloop,1,65121
1298,statement,0,423320
1298,ifstatement,0,423320
1298,forloop,0,423320
1299,statement,0,52466
1299,ifstatement,0,52466
1299,forloop,0,52466
1300,statement,1,473347
1300,ifstatement,1,473347
1300,forloop,1,473347
1301,statement,0,251536
1301,ifstatement,0,251536
1301,forloop,0,251536
1302,statement,0,310509
1302,ifstatement,0,310509
1302,forloop,0,310509
1303,statement,1,105785
1303,ifstatement,1,105785
1303,forloop,1,105785
1304,statement,1,471491
1304,ifstatement,1,471491
1304,forloop,1,471491
1305,statement,0,383632
1305,ifstatement,0,383632
1305,forloop,0,383632
1306,statement,1,149580
1306,ifstatement,1,149580
1306,forloop,1,149580
1307,statement,1,316548
1307,ifstatement,1,316548
1307,forloop,1,316548
1308,statement,1,405147
1308,ifstatement,1,405147
1308,forloop,1,405147
1309,statement,1,89126
1309,ifstatement,1,89126
1309,forloop,1,89126
1310,statement,1,489894
1310,ifstatement,1,489894
1310,forloop,1,489894
1311,statement,1,367378
1311,ifstatement,1,367378
1311,forloop,1,367378
1312,statement,1,356464
1312,ifstatement,1,356464
1312,forloop,1,356464
1313,statement,0,496061
1313,ifstatement,0,496061
1313,forloop,0,496061
1314,statement,0,269668
1314,ifstatement,0,269668
1314,forloop,0,269668
1315,statement,1,397933
1315,ifstatement,1,397933
1315,forloop,1,397933
1316,statement,0,201230
1316,ifstatement,0,201230
1316,forloop,0,201230
1317,statement,0,441847
1317,ifstatement,0,441847
1317,forloop,0,441847
1318,statement,0,325014
1318,ifstatement,0,325014
1318,forloop,0,325014
1319,statement,0,119366
1319,ifstatement,0,119366
1319,forloop,0,119366
1320,statement,1,297437
1320,ifstatement,1,297437
1320,forloop,1,297437
1321,statement,1,251389
1321,ifstatement,1,251389
1321,forloop,1,251389
1322,statement,1,207832
1322,ifstatement,1,207832
1322,forloop,1,207832
1323,statement,0,229530
1323,ifstatement,0,229530
1323,forloop,0,229530
1324,statement,1,52466
1324,ifstatement,1,52466
1324,forloop,1,52466
1325,statement,0,442474
1325,ifstatement,0,442474
1325,forloop,0,442474
1326,statement,0,265440
1326,ifstatement,0,265440
1326,forloop,0,265440
1327,statement,0,174594
1327,ifstatement,0,174594
1327,forloop,0,174594
1328,statement,0,146626
1328,ifstatement,0,146626
1328,forloop,0,146626
1329,statement,0,146921
1329,ifstatement,0,146921
1329,forloop,0,146921
1330,statement,0,379296
1330,ifstatement,0,379296
1330,forloop,0,379296
1331,statement,1,35885
1331,ifstatement,1,35885
1331,forloop,1,35885
1332,statement,0,300532
1332,ifstatement,0,300532
1332,forloop,0,300532
1333,statement,1,475364
1333,ifstatement,1,475364
1333,forloop,1,475364
1334,statement,0,235252
1334,ifstatement,0,235252
1334,forloop,0,235252
1335,statement,0,349135
1335,ifstatement,0,349135
1335,forloop,0,349135
1336,statement,1,321840
1336,ifstatement,1,321840
1336,forloop,1,321840
1337,statement,1,276526
1337,ifstatement,1,276526
1337,forloop,1,276526
1338,statement,1,367653
1338,ifstatement,1,367653
1338,forloop,1,367653
1339,statement,0,351016
1339,ifstatement,0,351016
1339,forloop,0,351016
1340,statement,0,297805
1340,ifstatement,0,297805
1340,forloop,0,297805
1341,statement,1,286889
1341,ifstatement,1,286889
1341,forloop,1,286889
1342,statement,1,345158
1342,ifstatement,1,345158
1342,forloop,1,345158
1343,statement,0,372235
1343,ifstatement,0,372235
1343,forloop,0,372235
1344,statement,0,420960
1344,ifstatement,0,420960
1344,forloop,0,420960
1345,statement,1,218656
1345,ifstatement,1,218656
1345,forloop,1,218656
1346,statement,0,75420
1346,ifstatement,0,75420
1346,forloop,0,75420
1347,statement,0,318382
1347,ifstatement,0,318382
1347,forloop,0,318382
1348,statement,0,208192
1348,ifstatement,0,208192
1348,forloop,0,208192
1349,statement,0,127236
1349,ifstatement,0,127236
1349,forloop,0,127236
1350,statement,0,128440
1350,ifstatement,0,128440
1350,forloop,0,128440
1351,statement,1,331336
1351,ifstatement,1,331336
1351,forloop,1,331336
1352,statement,0,485665
1352,ifstatement,0,485665
1352,forloop,0,485665
1353,statement,0,411760
1353,ifstatement,0,411760
1353,forloop,0,411760
1354,statement,0,33810
1354,ifstatement,0,33810
1354,forloop,0,33810
1355,statement,1,376939
1355,ifstatement,1,376939
1355,forloop,1,376939
1356,statement,1,91526
1356,ifstatement,1,91526
1356,forloop,1,91526
1357,statement,0,160565
1357,ifstatement,0,160565
1357,forloop,0,160565
1358,statement,1,241064
1358,ifstatement,1,241064
1358,forloop,1,241064
1359,statement,0,456604
1359,ifstatement,0,456604
1359,forloop,0,456604
1360,statement,1,190157
1360,ifstatement,1,190157
1360,forloop,1,190157
1361,statement,0,32939
1361,ifstatement,0,32939
1361,forloop,0,32939
1362,statement,0,445879
1362,ifstatement,0,445879
1362,forloop,0,445879
1363,statement,1,213785
1363,ifstatement,1,213785
1363,forloop,1,213785
1364,statement,0,159665
1364,ifstatement,0,159665
1364,forloop,0,159665
1365,statement,1,435512
1365,ifstatement,1,435512
1365,forloop,1,435512
1366,statement,1,215906
1366,ifstatement,1,215906
1366,forloop,1,215906
1367,statement,1,384493
1367,ifstatement,1,384493
1367,forloop,1,384493
1368,statement,0,310895
1368,ifstatement,0,310895
1368,forloop,0,310895
1369,statement,1,339198
1369,ifstatement,1,339198
1369,forloop,1,339198
1370,statement,0,43187
1370,ifstatement,0,43187
1370,forloop,0,43187
1371,statement,0,227984
1371,ifstatement,0,227984
1371,forloop,0,227984
1372,statement,0,290968
1372,ifstatement,0,290968
1372,forloop,0,290968
1373,statement,0,384393
1373,ifstatement,0,384393
1373,forloop,0,384393
1374,statement,1,466728
1374,ifstatement,1,466728
1374,forloop,1,466728
1375,statement,1,403575
1375,ifstatement,1,403575
1375,forloop,1,403575
1376,statement,0,181240
1376,ifstatement,0,181240
1376,forloop,0,181240
1377,statement,1,407419
1377,ifstatement,1,407419
1377,forloop,1,407419
1378,statement,1,381375
1378,ifstatement,1,381375
1378,forloop,1,381375
1379,statement,0,161664
1379,ifstatement,0,161664
1379,forloop,0,161664
1380,statement,0,125212
1380,ifstatement,0,125212
1380,forloop,0,125212
1381,statement,1,87655
1381,ifstatement,1,87655
1381,forloop,1,87655
1382,statement,1,185737
1382,ifstatement,1,185737
1382,forloop,1,185737
1383,statement,1,445915
1383,ifstatement,1,445915
1383,forloop,1,445915
1384,statement,1,383345
1384,ifstatement,1,383345
1384,forloop,1,383345
1385,statement,1,453092
1385,ifstatement,1,453092
1385,forloop,1,453092
1386,statement,0,314425
1386,ifstatement,0,314425
1386,forloop,0,314425
1387,statement,0,119368
1387,ifstatement,0,119368
1387,forloop,0,119368
1388,statement,0,372815
1388,ifstatement,0,372815
1388,forloop,0,372815
1389,statement,1,151178
1389,ifstatement,1,151178
1389,forloop,1,151178
1390,statement,1,140115
1390,ifstatement,1,140115
1390,forloop,1,140115
1391,statement,1,468289
1391,ifstatement,1,468289
1391,forloop,1,468289
1392,statement,0,239178
1392,ifstatement,0,239178
1392,forloop,0,239178
1393,statement,0,183495
1393,ifstatement,0,183495
1393,forloop,0,183495
1394,statement,0,107186
1394,ifstatement,0,107186
1394,forloop,0,107186
1395,statement,0,330905
1395,ifstatement,0,330905
1395,forloop,0,330905
1396,statement,1,184377
1396,ifstatement,1,184377
1396,forloop,1,184377
1397,statement,0,326158
1397,ifstatement,0,326158
1397,forloop,0,326158
1398,statement,1,343623
1398,ifstatement,1,343623
1398,forloop,1,343623
1399,statement,1,103978
1399,ifstatement,1,103978
1399,forloop,1,103978
1400,statement,0,48189
1400,ifstatement,0,48189
1400,forloop,0,48189
1401,statement,1,237564
1401,ifstatement,1,237564
1401,forloop,1,237564
1402,statement,0,370049
1402,ifstatement,0,370049
1402,forloop,0,370049
1403,statement,0,143962
1403,ifstatement,0,143962
1403,forloop,0,143962
1404,statement,1,252767
1404,ifstatement,1,252767
1404,forloop,1,252767
1405,statement,0,409002
1405,ifstatement,0,409002
1405,forloop,0,409002
1406,statement,0,333085
1406,ifstatement,0,333085
1406,forloop,0,333085
1407,statement,0,193905
1407,ifstatement,0,193905
1407,forloop,0,193905
1408,statement,1,223737
1408,ifstatement,1,223737
1408,forloop,1,223737
1409,statement,0,497245
1409,ifstatement,0,497245
1409,forloop,0,497245
1410,statement,0,223762
1410,ifstatement,0,223762
1410,forloop,0,223762
1411,statement,0,470685
1411,ifstatement,0,470685
1411,forloop,0,470685
1412,statement,0,363135
1412,ifstatement,0,363135
1412,forloop,0,363135
1413,statement,1,57823
1413,ifstatement,1,57823
1413,forloop,1,57823
1414,statement,1,453568
1414,ifstatement,1,453568
1414,forloop,1,453568
1415,statement,0,80891
1415,ifstatement,0,80891
1415,forloop,0,80891
1416,statement,0,241804
1416,ifstatement,0,241804
1416,forloop,0,241804
1417,statement,0,126239
1417,ifstatement,0,126239
1417,forloop,0,126239
1418,statement,0,260111
1418,ifstatement,0,260111
1418,forloop,0,260111
1419,statement,1,304521
1419,ifstatement,1,304521
1419,forloop,1,304521
1420,statement,1,283910
1420,ifstatement,1,283910
1420,forloop,1,283910
1421,statement,0,76873
1421,ifstatement,0,76873
1421,forloop,0,76873
1422,statement,1,192394
1422,ifstatement,1,192394
1422,forloop,1,192394
1423,statement,1,412381
1423,ifstatement,1,412381
1423,forloop,1,412381
1424,statement,0,270292
1424,ifstatement,0,270292
1424,forloop,0,270292
1425,statement,0,271548
1425,ifstatement,0,271548
1425,forloop,0,271548
1426,statement,1,209035
1426,ifstatement,1,209035
1426,forloop,1,209035
1427,statement,0,71160
1427,ifstatement,0,71160
1427,forloop,0,71160
1428,statement,0,186711
1428,ifstatement,0,186711
1428,forloop,0,186711
1429,statement,0,282708
1429,ifstatement,0,282708
1429,forloop,0,282708
1430,statement,1,175094
1430,ifstatement,1,175094
1430,forloop,1,175094
1431,statement,1,200239
1431,ifstatement,1,200239
1431,forloop,1,200239
1432,statement,0,162906
1432,ifstatement,0,162906
1432,forloop,0,162906
1433,statement,1,483440
1433,ifstatement,1,483440
1433,forloop,1,483440
1434,statement,1,230034
1434,ifstatement,1,230034
1434,forloop,1,230034
1435,statement,1,387169
1435,ifstatement,1,387169
1435,forloop,1,387169
1436,statement,0,415467
1436,ifstatement,0,415467
1436,forloop,0,415467
1437,statement,0,36317
1437,ifstatement,0,36317
1437,forloop,0,36317
1438,statement,0,196067
1438,ifstatement,0,196067
1438,forloop,0,196067
1439,statement,1,241979
1439,ifstatement,1,241979
1439,forloop,1,241979
1440,statement,0,110438
1440,ifstatement,0,110438
1440,forloop,0,110438
1441,statement,1,337426
1441,ifstatement,1,337426
1441,forloop,1,337426
1442,statement,1,318262
1442,ifstatement,1,318262
1442,forloop,1,318262
1443,statement,0,408812
1443,ifstatement,0,408812
1443,forloop,0,408812
1444,statement,1,302798
1444,ifstatement,1,302798
1444,forloop,1,302798
1445,statement,0,183816
1445,ifstatement,0,183816
1445,forloop,0,183816
1446,statement,0,268257
1446,ifstatement,0,268257
1446,forloop,0,268257
1447,statement,1,322598
1447,ifstatement,1,322598
1447,forloop,1,322598
1448,statement,0,428615
1448,ifstatement,0,428615
1448,forloop,0,428615
1449,statement,0,104297
1449,ifstatement,0,104297
1449,forloop,0,104297
1450,statement,1,252156
1450,ifstatement,1,252156
1450,forloop,1,252156
1451,statement,1,483500
1451,ifstatement,1,483500
1451,forloop,1,483500
1452,statement,1,253487
1452,ifstatement,1,253487
1452,forloop,1,253487
1453,statement,1,211959
1453,ifstatement,1,211959
1453,forloop,1,211959
1454,statement,0,149104
1454,ifstatement,0,149104
1454,forloop,0,149104
1455,statement,0,315418
1455,ifstatement,0,315418
1455,forloop,0,315418
1456,statement,1,238440
1456,ifstatement,1,238440
1456,forloop,1,238440
1457,statement,1,441583
1457,ifstatement,1,441583
1457,forloop,1,441583
1458,statement,0,301261
1458,ifstatement,0,301261
1458,forloop,0,301261
1459,statement,0,431259
1459,ifstatement,0,431259
1459,forloop,0,431259
1460,statement,0,142908
1460,ifstatement,0,142908
1460,forloop,0,142908
1461,statement,1,181586
1461,ifstatement,1,181586
1461,forloop,1,181586
1462,statement,0,169615
1462,ifstatement,0,169615
1462,forloop,0,169615
1463,statement,0,349206
1463,ifstatement,0,349206
1463,forloop,0,349206
1464,statement,0,319644
1464,ifstatement,0,319644
1464,forloop,0,319644
1465,statement,0,178796
1465,ifstatement,0,178796
1465,forloop,0,178796
1466,statement,1,488213
1466,ifstatement,1,488213
1466,forloop,1,488213
1467,statement,1,203094
1467,ifstatement,1,203094
1467,forloop,1,203094
1468,statement,0,232594
1468,ifstatement,0,232594
1468,forloop,0,232594
1469,statement,1,378324
1469,ifstatement,1,378324
1469,forloop,1,378324
1470,statement,0,468749
1470,ifstatement,0,468749
1470,forloop,0,468749
1471,statement,1,446693
1471,ifstatement,1,446693
1471,forloop,1,446693
1472,statement,1,386396
1472,ifstatement,1,386396
1472,forloop,1,386396
1473,statement,1,467819
1473,ifstatement,1,467819
1473,forloop,1,467819
1474,statement,1,60785
1474,ifstatement,1,60785
1474,forloop,1,60785
1475,statement,0,391477
1475,ifstatement,0,391477
1475,forloop,0,391477
1476,statement,1,281841
1476,ifstatement,1,281841
1476,forloop,1,281841
1477,statement,1,53191
1477,ifstatement,1,53191
1477,forloop,1,53191
1478,statement,0,181157
1478,ifstatement,0,181157
1478,forloop,0,181157
1479,statement,1,432169
1479,ifstatement,1,432169
1479,forloop,1,432169
1480,statement,0,163119
1480,ifstatement,0,163119
1480,forloop,0,163119
1481,statement,1,487510
1481,ifstatement,1,487510
1481,forloop,1,487510
1482,statement,1,82119
1482,ifstatement,1,82119
1482,forloop,1,82119
1483,statement,1,74861
1483,ifstatement,1,74861
1483,forloop,1,74861
1484,statement,0,187366
1484,ifstatement,0,187366
1484,forloop,0,187366
1485,statement,1,484602
1485,ifstatement,1,484602
1485,forloop,1,484602
1486,statement,1,388459
1486,ifstatement,1,388459
1486,forloop,1,388459
1487,statement,1,364205
1487,ifstatement,1,364205
1487,forloop,1,364205
1488,statement,1,388711
1488,ifstatement,1,388711
1488,forloop,1,388711
1489,statement,0,156698
1489,ifstatement,0,156698
1489,forloop,0,156698
1490,statement,0,327474
1490,ifstatement,0,327474
1490,forloop,0,327474
1491,statement,1,39242
1491,ifstatement,1,39242
1491,forloop,1,39242
1492,statement,0,230692
1492,ifstatement,0,230692
1492,forloop,0,230692
1493,statement,0,498233
1493,ifstatement,0,498233
1493,forloop,0,498233
1494,statement,0,284584
1494,ifstatement,0,284584
1494,forloop,0,284584
1495,statement,1,163399
1495,ifstatement,1,163399
1495,forloop,1,163399
1496,statement,1,412809
1496,ifstatement,1,412809
1496,forloop,1,412809
1497,statement,1,309562
1497,ifstatement,1,309562
1497,forloop,1,309562
1498,statement,0,474689
1498,ifstatement,0,474689
1498,forloop,0,474689
1499,statement,0,281120
1499,ifstatement,0,281120
1499,forloop,0,281120
1500,statement,0,461698
1500,ifstatement,0,461698
1500,forloop,0,461698
1501,statement,0,474793
1501,ifstatement,0,474793
1501,forloop,0,474793
1502,statement,1,163250
1502,ifstatement,1,163250
1502,forloop,1,163250
1503,statement,1,380871
1503,ifstatement,1,380871
1503,forloop,1,380871
1504,statement,1,44555
1504,ifstatement,1,44555
1504,forloop,1,44555
1505,statement,0,209047
1505,ifstatement,0,209047
1505,forloop,0,209047
1506,statement,1,309468
1506,ifstatement,1,309468
1506,forloop,1,309468
1507,statement,0,476559
1507,ifstatement,0,476559
1507,forloop,0,476559
1508,statement,1,206149
1508,ifstatement,1,206149
1508,forloop,1,206149
1509,statement,1,66195
1509,ifstatement,1,66195
1509,forloop,1,66195
1510,statement,1,71974
1510,ifstatement,1,71974
1510,forloop,1,71974
1511,statement,0,126802
1511,ifstatement,0,126802
1511,forloop,0,126802
1512,statement,1,431449
1512,ifstatement,1,431449
1512,forloop,1,431449
1513,statement,0,231923
1513,ifstatement,0,231923
1513,forloop,0,231923
1514,statement,0,292932
1514,ifstatement,0,292932
1514,forloop,0,292932
1515,statement,0,302617
1515,ifstatement,0,302617
1515,forloop,0,302617
1516,statement,1,471960
1516,ifstatement,1,471960
1516,forloop,1,471960
1517,statement,0,84927
1517,ifstatement,0,84927
1517,forloop,0,84927
1518,statement,0,370869
1518,ifstatement,0,370869
1518,forloop,0,370869
1519,statement,1,108025
1519,ifstatement,1,108025
1519,forloop,1,108025
1520,statement,0,351536
1520,ifstatement,0,351536
1520,forloop,0,351536
1521,statement,0,154764
1521,ifstatement,0,154764
1521,forloop,0,154764
1522,statement,1,482103
1522,ifstatement,1,482103
1522,forloop,1,482103
1523,statement,0,319168
1523,ifstatement,0,319168
1523,forloop,0,319168
1524,statement,1,314885
1524,ifstatement,1,314885
1524,forloop,1,314885
1525,statement,0,447835
1525,ifstatement,0,447835
1525,forloop,0,447835
1526,statement,1,408194
1526,ifstatement,1,408194
1526,forloop,1,408194
1527,statement,1,403181
1527,ifstatement,1,403181
1527,forloop,1,403181
1528,statement,1,263592
1528,ifstatement,1,263592
1528,forloop,1,263592
1529,statement,0,145885
1529,ifstatement,0,145885
1529,forloop,0,145885
1530,statement,0,306780
1530,ifstatement,0,306780
1530,forloop,0,306780
1531,statement,1,148929
1531,ifstatement,1,148929
1531,forloop,1,148929
1532,statement,1,218961
1532,ifstatement,1,218961
1532,forloop,1,218961
1533,statement,0,425905
1533,ifstatement,0,425905
1533,forloop,0,425905
1534,statement,0,436834
1534,ifstatement,0,436834
1534,forloop,0,436834
1535,statement,1,262796
1535,ifstatement,1,262796
1535,forloop,1,262796
1536,statement,1,96089
1536,ifstatement,1,96089
1536,forloop,1,96089
1537,statement,1,281401
1537,ifstatement,1,281401
1537,forloop,1,281401
1538,statement,1,194613
1538,ifstatement,1,194613
1538,forloop,1,194613
1539,statement,1,167236
1539,ifstatement,1,167236
1539,forloop,1,167236
1540,statement,0,408150
1540,ifstatement,0,408150
1540,forloop,0,408150
1541,statement,0,72494
1541,ifstatement,0,72494
1541,forloop,0,72494
1542,statement,1,117093
1542,ifstatement,1,117093
1542,forloop,1,117093
1543,statement,1,356111
1543,ifstatement,1,356111
1543,forloop,1,356111
1544,statement,1,261543
1544,ifstatement,1,261543
1544,forloop,1,261543
1545,statement,1,33210
1545,ifstatement,1,33210
1545,forloop,1,33210
1546,statement,0,483945
1546,ifstatement,0,483945
1546,forloop,0,483945
1547,statement,1,218188
1547,ifstatement,1,218188
1547,forloop,1,218188
1548,statement,1,153673
1548,ifstatement,1,153673
1548,forloop,1,153673
1549,statement,1,258551
1549,ifstatement,1,258551
1549,forloop,1,258551
1550,statement,0,401105
1550,ifstatement,0,401105
1550,forloop,0,401105
1551,statement,1,174447
1551,ifstatement,1,174447
1551,forloop,1,174447
1552,statement,0,133034
1552,ifstatement,0,133034
1552,forloop,0,133034
1553,statement,1,349835
1553,ifstatement,1,349835
1553,forloop,1,349835
1554,statement,1,92193
1554,ifstatement,1,92193
1554,forloop,1,92193
1555,statement,0,462659
1555,ifstatement,0,462659
1555,forloop,0,462659
1556,statement,1,350402
1556,ifstatement,1,350402
1556,forloop,1,350402
1557,statement,0,346033
1557,ifstatement,0,346033
1557,forloop,0,346033
1558,statement,1,282134
1558,ifstatement,1,282134
1558,forloop,1,282134
1559,statement,1,90561
1559,ifstatement,1,90561
1559,forloop,1,90561
1560,statement,1,177896
1560,ifstatement,1,177896
1560,forloop,1,177896
1561,statement,0,259344
1561,ifstatement,0,259344
1561,forloop,0,259344
1562,statement,0,247342
1562,ifstatement,0,247342
1562,forloop,0,247342
1563,statement,0,273715
1563,ifstatement,0,273715
1563,forloop,0,273715
1564,statement,1,492390
1564,ifstatement,1,492390
1564,forloop,1,492390
1565,statement,1,248099
1565,ifstatement,1,248099
1565,forloop,1,248099
1566,statement,0,119630
1566,ifstatement,0,119630
1566,forloop,0,119630
1567,statement,1,197814
1567,ifstatement,1,197814
1567,forloop,1,197814
1568,statement,1,325584
1568,ifstatement,1,325584
1568,forloop,1,325584
1569,statement,0,125481
1569,ifstatement,0,125481
1569,forloop,0,125481
1570,statement,1,123444
1570,ifstatement,1,123444
1570,forloop,1,123444
1571,statement,1,120853
1571,ifstatement,1,120853
1571,forloop,1,120853
1572,statement,1,168161
1572,ifstatement,1,168161
1572,forloop,1,168161
1573,statement,0,286150
1573,ifstatement,0,286150
1573,forloop,0,286150
1574,statement,1,472784
1574,ifstatement,1,472784
1574,forloop,1,472784
1575,statement,0,410175
1575,ifstatement,0,410175
1575,forloop,0,410175
1576,statement,0,420268
1576,ifstatement,0,420268
1576,forloop,0,420268
1577,statement,0,481623
1577,ifstatement,0,481623
1577,forloop,0,481623
1578,statement,1,436861
1578,ifstatement,1,436861
1578,forloop,1,436861
1579,statement,0,192553
1579,ifstatement,0,192553
1579,forloop,0,192553
1580,statement,0,131162
1580,ifstatement,0,131162
1580,forloop,0,131162
1581,statement,1,145041
1581,ifstatement,1,145041
1581,forloop,1,145041
1582,statement,1,419233
1582,ifstatement,1,419233
1582,forloop,1,419233
1583,statement,1,371592
1583,ifstatement,1,371592
1583,forloop,1,371592
1584,statement,1,311032
1584,ifstatement,1,311032
1584,forloop,1,311032
1585,statement,0,221754
1585,ifstatement,0,221754
1585,forloop,0,221754
1586,statement,1,418218
1586,ifstatement,1,418218
1586,forloop,1,418218
1587,statement,0,460448
1587,ifstatement,0,460448
1587,forloop,0,460448
1588,statement,1,280250
1588,ifstatement,1,280250
1588,forloop,1,280250
1589,statement,0,67351
1589,ifstatement,0,67351
1589,forloop,0,67351
1590,statement,0,264755
1590,ifstatement,0,264755
1590,forloop,0,264755
1591,statement,0,292502
1591,ifstatement,0,292502
1591,forloop,0,292502
1592,statement,1,400188
1592,ifstatement,1,400188
1592,forloop,1,400188
1593,statement,1,276989
1593,ifstatement,1,276989
1593,forloop,1,276989
1594,statement,1,310714
1594,ifstatement,1,310714
1594,forloop,1,310714
1595,statement,0,341327
1595,ifstatement,0,341327
1595,forloop,0,341327
1596,statement,0,288749
1596,ifstatement,0,288749
1596,forloop,0,288749
1597,statement,0,155161
1597,ifstatement,0,155161
1597,forloop,0,155161
1598,statement,1,363647
1598,ifstatement,1,363647
1598,forloop,1,363647
1599,statement,0,242458
1599,ifstatement,0,242458
1599,forloop,0,242458
1600,statement,0,448012
1600,ifstatement,0,448012
1600,forloop,0,448012
1601,statement,1,492665
1601,ifstatement,1,492665
1601,forloop,1,492665
1602,statement,1,252468
1602,ifstatement,1,252468
1602,forloop,1,252468
1603,statement,0,281914
1603,ifstatement,0,281914
1603,forloop,0,281914
1604,statement,0,442066
1604,ifstatement,0,442066
1604,forloop,0,442066
1605,statement,0,247951
1605,ifstatement,0,247951
1605,forloop,0,247951
1606,statement,1,357924
1606,ifstatement,1,357924
1606,forloop,1,357924
1607,statement,0,460246
1607,ifstatement,0,460246
1607,forloop,0,460246
1608,statement,1,282392
1608,ifstatement,1,282392
1608,forloop,1,282392
1609,statement,0,427286
1609,ifstatement,0,427286
1609,forloop,0,427286
1610,statement,1,401455
1610,ifstatement,1,401455
1610,forloop,1,401455
1611,statement,1,209285
1611,ifstatement,1,209285
1611,forloop,1,209285
1612,statement,1,123178
1612,ifstatement,1,123178
1612,forloop,1,123178
1613,statement,1,490417
1613,ifstatement,1,490417
1613,forloop,1,490417
1614,statement,1,446599
1614,ifstatement,1,446599
1614,forloop,1,446599
1615,statement,0,111936
1615,ifstatement,0,111936
1615,forloop,0,111936
1616,statement,1,219816
1616,ifstatement,1,219816
1616,forloop,1,219816
1617,statement,1,485044
1617,ifstatement,1,485044
1617,forloop,1,485044
1618,statement,0,98712
1618,ifstatement,0,98712
1618,forloop,0,98712
1619,statement,0,52362
1619,ifstatement,0,52362
